Price,Year,Kilometer,Fuel Type,Transmission,Engine,Max Power,Max Torque,Length,Width,Fuel Tank Capacity
229999,2012,52000,Petrol,Manual,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,3600,1495,35
280000,2011,54000,CNG,Manual,998 cc,59@6200,77@3500,3539,1475,35
300000,2018,51000,Petrol,Manual,814 cc,55 bhp @ 5500 rpm,75 Nm @ 4000 rpm,3495,1550,32
160000,2011,72000,Petrol,Manual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,3545,1490,35
150000,2011,65000,Petrol,Manual,796 cc,47@6200,62@3000,3495,1475,35
8300000,2020,50000,Diesel,Automatic,1950 cc,241 bhp @ 4200 rpm,500 Nm @ 1600 rpm,4924,2157,93
1685000,2016,80251,Diesel,Automatic,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,4385,1831,64
270000,2010,86000,Petrol,Manual,1197 cc,80@5200,111@4000,3565,1595,35
210000,2014,42505,Petrol,Manual,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,3395,1490,35
625000,2017,42000,Petrol,Manual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,3985,1734,45
6900000,2017,42200,Diesel,Automatic,2993 cc,262 bhp @ 4000 rpm,620 Nm @ 2000 rpm,5219,1902,78
1490000,2019,57600,Petrol,Automatic,1353 cc,138 bhp @ 6000 rpm,242 Nm @ 1500 rpm,4315,1800,50
1095000,2018,57000,Diesel,Manual,2179 cc,153 bhp @ 3750 rpm,360 Nm @ 1750 rpm,4585,1890,70
850000,2014,85000,Diesel,Automatic,2953 cc,154 bhp @ 3200 rpm,380 Nm @ 2500 rpm,5060,1788,71
1600000,2016,128000,Diesel,Automatic,1995 cc,182 bhp @ 4000 rpm,400 Nm @ 1750 rpm,4475,1850,62
265000,2011,66000,Petrol,Manual,1496 cc,80 bhp @ 5600 rpm,132 Nm @ 3000 rpm,4265,1695,45
360000,2013,58000,Petrol,Manual,1598 cc,103 bhp @ 5250 rpm,153 Nm @ 3800 rpm,4384,1699,55
350000,2012,89445,Diesel,Manual,1248 cc,75@4000,190@2000,3715,1680,43
1485000,2015,64120,Diesel,Manual,2982 cc,169 bhp @ 3600 rpm,343 Nm @ 1400 rpm,4705,1840,80
800000,2017,82300,Petrol,Manual,1373 cc,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,4490,1730,43
710000,2017,73000,Diesel,Manual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,3995,1790,48
710000,2018,72000,Diesel,Manual,1598 cc,118 bhp @ 3750 rpm,320 Nm @ 1750 rpm,4300,1765,48
720000,2018,50197,Petrol,Manual,999 cc,75 bhp @ 6200 rpm,95 Nm @ 3000 rpm,3971,1682,45
395000,2014,44527,Petrol,Manual,1198 cc,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,3990,1680,35
2799000,2017,72400,Diesel,Automatic,1968 cc,188 bhp @ 4200 rpm,400 Nm @ 1750 rpm,4726,1842,54
455000,2014,50000,Petrol,Manual,1499 cc,109 bhp @ 6300 rpm,140 Nm @ 4400 rpm,3999,1765,52
690000,2014,37000,Petrol,Manual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,4440,1695,40
13000000,2021,20000,Diesel,Automatic,2925 cc,326 bhp @ 3600 rpm,700 Nm @ 1200 rpm,5207,2157,90
1995000,2020,8000,Diesel,Automatic,1956 cc,168 bhp @ 3750 rpm,350 Nm @ 1750 rpm,4598,1894,50
1750000,2014,69000,Diesel,Automatic,1995 cc,190 bhp @ 4000 rpm,400 Nm @ 1750 rpm,4899,2094,65
2900000,2019,25000,Diesel,Automatic,1995 cc,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,4454,2044,63
4500000,2022,17000,Diesel,Automatic,1995 cc,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,4454,2044,63
450000,2013,61000,Petrol,Manual,1497 cc,116 bhp @ 6600 rpm,146 Nm @ 4800 rpm,4440,1695,42
2149000,2015,69000,Diesel,Automatic,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,4936,1868,65
4200000,2015,77000,Diesel,Automatic,2987 cc,258 bhp @ 3600 rpm,619 Nm @ 1600 rpm,5120,1934,100
860000,2018,82200,Diesel,Manual,1497 cc,108 bhp @ 3750 rpm,260 Nm @ 1500 rpm,3994,1811,44
875000,2018,28000,Petrol,Manual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,4440,1695,40
580000,2011,117000,Diesel,Manual,2179 cc,122@4000,290@1800,4430,1817,60
3500000,2021,7900,Diesel,Automatic,1996 cc,215 bhp @ 4000 rpm,480 Nm @ 1500 rpm,4985,1926,75
229999,2010,72000,Petrol,Manual,1298 cc,87@6000,113@4500,4160,1690,43
1513000,2015,79000,Diesel,Automatic,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,4385,1831,64
234000,2013,72600,Petrol,Manual,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,3620,1475,35
320000,2018,42313,Petrol,Automatic,999 cc,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,3429,1560,28
5975000,2021,18000,Diesel,Automatic,1995 cc,190 bhp @ 4000 rpm,400 Nm @ 1750 rpm,4657,1881,67
1025000,2019,90000,Diesel,Manual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,3995,1790,48
169000,2010,18500,Petrol,Manual,796 cc,47@6200,62@3000,3495,1475,35
630000,2017,36000,Diesel,Manual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,3995,1735,37
1090000,2020,26200,Petrol,Automatic,998 cc,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,3995,1770,45
700000,2019,11000,Petrol,Manual,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,3840,1735,37
661000,2021,14366,Petrol,Manual,1197 cc,89 bhp @ 6000 rpm,113 Nm @ 4400 rpm,3845,1735,37
250999,2011,98000,Diesel,Manual,2179 cc,120@4000,250@1500,4421,1780,65
565000,2017,65000,Diesel,Manual,1493 cc,84 bhp @ 3750 rpm,230 Nm @ 1500 rpm,3995,1835,60
750000,2014,126000,Diesel,Manual,2494 cc,100 bhp @ 3600 rpm,200 Nm @ 1400 rpm,4585,1760,55
1850000,2015,71700,Diesel,Automatic,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,4385,1831,64
850000,2016,114000,Diesel,Manual,2179 cc,138 bhp @ 3750 rpm,330 Nm @ 1600 rpm,4585,1890,70
535000,2016,58339,Diesel,Manual,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,3985,1734,45
345000,2011,50667,Petrol,Automatic,,,,,,
770000,2019,72040,Diesel,Automatic,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,3995,1735,37
3650000,2019,6000,Petrol,Automatic,1998 cc,248 bhp @ 5200 rpm,350 Nm @ 1450 rpm,4633,1811,57
1195000,2022,6200,Petrol,Manual,998 cc,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,3995,1790,45
1650000,2012,44000,Petrol,Automatic,5461 cc,368 bhp @ 6300 rpm,505 Nm @ 4400 rpm,5226,2120,90
3199000,2021,6900,Petrol,Automatic,1798 cc,177 bhp @ 5100 rpm,250 Nm @ 1250 rpm,4861,1864,66
7100000,2022,2500,Petrol,Automatic,1991 cc,194 bhp @ 5800 rpm,300 Nm @ 1600 rpm,5063,1860,80
625000,2016,68000,Petrol,Automatic,1197 cc,103 bhp @ 5000 rpm,175 Nm @ 1500 rpm,3971,1682,45
745000,2018,36000,Diesel,Manual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,3995,1790,48
551000,2021,19000,Petrol,Manual,1086 cc,68 bhp @ 5500 rpm,99 Nm @ 4500 rpm,3610,1645,35
5950000,2019,10000,Diesel,Automatic,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,5063,1860,80
22000000,2019,35000,Diesel,Automatic,2993 cc,244 bhp @ 4000 rpm,600 Nm @ 2000 rpm,4999,2220,105
3300000,2019,6400,Diesel,Automatic,1496 cc,114 bhp @ 4000 rpm,270 Nm @ 1750 rpm,3821,1727,44
3250000,2019,34000,Diesel,Automatic,3198 cc,197 bhp @ 3000 rpm,470 Nm @ 1750 rpm,4903,1869,80
690000,2016,35000,Diesel,Automatic,1461 cc,108 bhp @ 3900 rpm,248 Nm @ 2250 rpm,4315,1822,50
894999,2019,46000,Diesel,Automatic,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,3995,1790,48
550000,2016,83000,Diesel,Manual,1598 cc,105 bhp @ 4400 rpm,250 Nm @ 2500 rpm,4386,1699,55
399000,2013,54000,Diesel,Manual,1498 cc,89 bhp @ 3750 rpm,204 Nm @ 2000 rpm,3999,1765,52
1275000,2020,42000,Petrol,Manual,1497 cc,113 bhp @ 6300 rpm,144 Nm @ 4500 rpm,4315,1800,50
535000,2020,41441,Petrol,Manual,1196 cc,73 bhp @ 6000 rpm,101 Nm @ 3000 rpm,3675,1475,40
825000,2018,48174,Diesel,Manual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,3995,1790,48
585000,2016,62591,Diesel,Manual,1498 cc,99 bhp @ 3750 rpm,205 Nm @ 1750 rpm,3998,1765,52
675000,2017,48650,Petrol,Automatic,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,3955,1694,40
795000,2017,52245,Diesel,Manual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,4300,1785,48
6500000,2021,7500,Petrol,Automatic,1991 cc,194 bhp @ 5800 rpm,300 Nm @ 1600 rpm,5063,1860,80
611000,2017,65000,Diesel,Manual,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,3985,1734,45
390000,2015,43297,Petrol,Manual,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,3599,1495,35
650000,2019,44710,Petrol,Manual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,3850,1695,42
390000,2013,62000,Diesel,Manual,1461 cc,108 bhp @ 4000 rpm,240 Nm @ 1850 rpm,4618,1813,67
2400000,2017,59267,Diesel,Automatic,1968 cc,188 bhp @ 4200 rpm,400 Nm @ 1750 rpm,4726,1842,54
385000,2011,69000,Petrol,Manual,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,3850,1695,42
450000,2017,75000,Petrol,Manual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,3995,1695,42
649000,2020,52236,Petrol,Manual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,3765,1660,43
3499000,2020,47000,Diesel,Automatic,,,,4697,1882,63
2900000,2019,15530,Diesel,Automatic,1968 cc,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,4456,1796,50
400000,2014,64000,Diesel,Manual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,3995,1695,42
599000,2020,35000,Petrol,Automatic,1197 cc,82 bhp @ 6000 rpm,114 Nm @ 4000 rpm,3805,1680,37
2980000,2019,92000,Diesel,Manual,2755 cc,174 bhp @ 3400 rpm,420 Nm @ 1600 rpm,4795,1855,80
3500000,2018,18000,Petrol,Automatic,1395 cc,148 bhp @ 5000 rpm,250 Nm @ 1500 rpm,4726,1842,54
400000,2016,50000,Petrol,Manual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,3955,1694,40
6975000,2022,2000,Petrol,Automatic,1991 cc,194 bhp @ 5500 rpm,320 Nm @ 1650 rpm,4658,1890,66
745000,2013,72000,Diesel,Automatic,,,,,,
5400000,2016,16000,Diesel,Automatic,2143 cc,201 bhp @ 3800 rpm,500 Nm @ 1600 rpm,4819,2141,93
3700000,2015,103890,Diesel,Automatic,2987 cc,258 bhp @ 3600 rpm,619 Nm @ 1600 rpm,5120,1934,100
445000,2018,71000,Petrol,Manual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,3600,1600,35
1475000,2021,12000,Diesel,Manual,2184 cc,130 bhp @ 3750 rpm,300 Nm @ 1600 rpm,3985,1820,57
2800000,2016,93000,Diesel,Automatic,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,4795,1855,80
190000,2013,63000,Petrol,Manual,814 cc,56@5500,75@4000,3495,1550,32
600000,2020,10000,Petrol,Manual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,3850,1695,42
1835000,2020,33828,Diesel,Automatic,1493 cc,114 bhp @ 4000 rpm,250 Nm @ 1500 rpm,4315,1800,50
550000,2019,48000,CNG,Manual,998 cc,58 bhp @ 5500 rpm,78 Nm @ 3500 rpm,3655,1620,60
715000,2017,71000,Diesel,Manual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,3995,1790,48
2540000,2022,18000,Diesel,Automatic,2184 cc,182 bhp @ 3500 rpm,450 Nm @ 1750 rpm,4695,1890,60
525000,2019,50000,CNG,Manual,998 cc,58 bhp @ 5500 rpm,78 Nm @ 3500 rpm,3655,1620,60
425000,2015,48000,Petrol,Manual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,3765,1660,43
795000,2022,4000,Petrol,Automatic,1197 cc,87 bhp @ 6000 rpm,115 Nm @ 1500 rpm,3995,1775,37
269000,2010,73000,Petrol,Manual,1497 cc,118@6600,146@4600,4420,1695,42
1450000,2013,170669,Diesel,Automatic,2982 cc,171 @3600,343 @1400,4705,1840,80
565000,2014,68000,Diesel,Manual,1582 cc,128 bhp @ 4000 rpm,260 Nm @ 1900 rpm,4370,1700,43
2550000,2015,70000,Diesel,Automatic,1995 cc,190 bhp @ 4000 rpm,400 Nm @ 1750 rpm,4899,2094,65
529000,2015,57654,Petrol,Manual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,3995,1760,45
400000,2019,22000,Petrol,Manual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,3545,1490,35
360000,2012,80000,Diesel,Manual,,,,,,
975000,2019,41792,Petrol,Manual,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,4445,1775,45
2600000,2017,41000,Diesel,Automatic,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,4439,1821,51
2390000,2013,107021,Diesel,Automatic,2987 cc,258 bhp @ 3600 rpm,619 Nm @ 1600 rpm,5120,1934,100
1550000,2019,17000,Petrol,Manual,1353 cc,138 bhp @ 6000 rpm,242 Nm @ 1500 rpm,4315,1800,50
430000,2019,57993,Petrol,Automatic,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,3545,1490,35
1275000,2021,18000,Electric,Automatic,,,,3993,1677,
600000,2018,32000,Petrol,Manual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,3995,1745,37
1650000,2018,25914,Petrol,Automatic,1798 cc,138 bhp @ 6400 rpm,173 Nm @ 4000 rpm,4620,1775,55
3350000,2014,49235,Diesel,Automatic,,,,,,
9400000,2022,4500,Petrol,Automatic,2995 cc,335 bhp @ 5200 rpm,500 Nm @ 1370 rpm,5064,1970,85
250000,2014,114000,Petrol,Manual,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,3620,1475,35
994999,2016,105000,Diesel,Automatic,2179 cc,138 bhp @ 3750 rpm,330 Nm @ 1600 rpm,4585,1890,70
675000,2016,45000,Diesel,Manual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,3995,1790,48
455000,2014,30183,Petrol,Manual,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,3995,1695,42
375000,2012,78000,Diesel,Manual,,,,,,
345000,2016,73190,Petrol,Manual,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,3599,1495,35
4700000,2022,13120,Petrol,Automatic,1998 cc,189 bhp @ 5000 rpm,280 Nm @ 1350 rpm,4447,1821,51
700000,2014,64000,Petrol,Manual,1797 cc,147 bhp @ 6500 rpm,177 Nm @ 4700 rpm,4530,1775,56
499000,2014,140000,Diesel,Manual,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,4440,1695,40
590000,2015,39000,Petrol,Manual,1373 cc,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,4490,1730,43
490000,2014,56918,Petrol,Automatic,1198 cc,76 bhp @ 6000 rpm,104 Nm @ 4400 rpm,3825,1665,41
695000,2018,55000,Diesel,Automatic,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,3995,1735,37
1025000,2019,42000,Diesel,Manual,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,3995,1770,45
3375000,2021,25000,Petrol,Automatic,1984 cc,188 bhp @ 4200 rpm,320 Nm @ 1500 rpm,4701,1839,60
2250000,2019,28000,Diesel,Manual,2393 cc,148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,4735,1830,55
2650000,2018,43000,Diesel,Automatic,2143 cc,134 bhp @ 3600 rpm,300 Nm @ 1600 rpm,4424,1804,50
715000,2021,16000,Petrol,Manual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,3995,1745,37
1200000,2019,27657,Diesel,Automatic,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,4270,1780,55
275000,2012,30000,Petrol,Manual,998 cc,68 bhp @ 6200 rpm,94 Nm @ 3500 rpm,3515,1500,32
445000,2012,111000,Petrol,Manual,1497 cc,116 bhp @ 6600 rpm,146 Nm @ 4800 rpm,4440,1695,42
1850000,2016,37600,Diesel,Automatic,2143 cc,134 bhp @ 3600 rpm,300 Nm @ 1400 rpm,4299,1780,50
665000,2017,48000,Diesel,Manual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,3995,1745,37
1090000,2019,37000,Diesel,Manual,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,4270,1780,55
5500000,2015,54000,Diesel,Automatic,2987 cc,255 bhp @ 3600 rpm,620 Nm @ 1600 rpm,5246,1899,70
2400000,2017,81802,Diesel,Automatic,1968 cc,190 bhp @ 3800 rpm,400 Nm @ 1750 rpm,4933,1874,75
1085000,2018,45915,Diesel,Automatic,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,4440,1729,45
2140000,2021,24000,Petrol,Automatic,1999 cc,157 bhp @ 6500 rpm,191 Nm @ 4500 rpm,4500,1790,50
795000,2019,22224,Petrol,Automatic,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,3995,1695,35
1080000,2021,38000,CNG,Manual,1373 cc,94 bhp @ 6000 rpm,130 Nm @ 4000 rpm,4296,1695,45
628000,2018,53848,Petrol,Manual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,3995,1695,35
1550000,2013,104264,Diesel,Automatic,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,4633,1811,57
2400000,2016,61159,Petrol,Automatic,1991 cc,184 bhp @ 5500 rpm,300 Nm @ 1200 rpm,4879,1854,80
595000,2015,72000,Petrol,Manual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,4440,1695,40
3450000,2016,29000,Diesel,Automatic,2179 cc,188 bhp @ 3500 rpm,420 Nm @ 1750 rpm,4465,1900,57
819999,2018,42000,Petrol,Manual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,3999,1734,40
1490000,2012,40000,Diesel,Automatic,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,4629,1898,75
950000,2020,57400,Diesel,Manual,1497 cc,115 bhp @ 3750 rpm,300 Nm @ 1500 rpm,3995,1821,42
3750000,2019,13500,Diesel,Automatic,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,5067,2091,66
4950000,2021,12400,Petrol,Automatic,1991 cc,201 bhp @ 5800 rpm,300 Nm @ 1200 rpm,4686,1810,66
2950000,2021,38000,Diesel,Automatic,1956 cc,168 bhp @ 3750 rpm,350 Nm @ 1750 rpm,4405,1818,60
1625000,2019,7000,Petrol,Automatic,1451 cc,141 bhp @ 5000 rpm,250 Nm @ 1600 rpm,4655,1835,60
1290000,2012,121000,Diesel,Manual,2982 cc,169 bhp @ 3600 rpm,343 Nm @ 1400 rpm,4705,1840,80
625000,2015,76000,Diesel,Manual,1364 cc,67 bhp @ 3800 rpm,170 Nm @ 1800 rpm,3775,1695,45
1490000,2018,50000,Diesel,Manual,2179 cc,138 bhp @ 3750 rpm,330 Nm @ 1600 rpm,4585,1890,70
325000,2013,46721,Petrol,Automatic,1197 cc,80@5200,111@4000,3565,1595,35
1190000,2017,41470,Diesel,Automatic,2179 cc,138 bhp @ 3750 rpm,330 Nm @ 1600 rpm,4585,1890,70
625000,2013,170000,Diesel,Manual,2179 cc,120 bhp @ 4000 rpm,290 Nm @ 1800 rpm,4430,1817,60
5375000,2014,80000,Diesel,Automatic,2993 cc,289 bhp @ 4000 rpm,600 Nm @ 2000 rpm,4879,2073,77
1138000,2018,6000,Petrol,Automatic,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,4440,1695,40
4250000,2021,17000,Petrol,Automatic,1798 cc,170 bhp @ 3800 rpm,320 Nm @ 1400 rpm,4701,1826,63
365000,2014,31000,Petrol,Manual,1198 cc,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,3610,1680,35
475000,2014,73265,Diesel,Automatic,1998 cc,164 bhp @ 3800 rpm,380 Nm @ 2000 rpm,4597,1788,60
1225000,2019,47000,Diesel,Manual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,4270,1780,55
725000,2017,42000,Diesel,Manual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,4296,1695,45
2450000,2017,25000,Diesel,Automatic,2143 cc,134 bhp @ 3600 rpm,300 Nm @ 1600 rpm,4417,1804,50
225000,2009,140000,Diesel,Manual,1991 cc,142@4000,323@2000,4800,1832,70
695000,2018,68818,Petrol,Automatic,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,3995,1735,37
2200000,2018,57000,Diesel,Automatic,2755 cc,172 bhp @ 3400 rpm,360 Nm @ 1200 rpm,4735,1830,55
950000,2020,39000,Diesel,Automatic,1498 cc,79 bhp @ 3600 rpm,160 Nm @ 1750 rpm,3995,1695,35
2598000,2022,12050,Petrol,Automatic,2694 cc,164 bhp @ 5200 rpm,245 Nm @ 4000 rpm,4735,1830,65
585000,2017,24100,Petrol,Manual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,3955,1694,40
434999,2017,23000,Petrol,Manual,1196 cc,87 bhp @ 6300 rpm,112 Nm @ 4000 rpm,3995,1695,42
295000,2009,185000,Diesel,Manual,1248 cc,75@4000,190@2000,3760,1690,43
910000,2019,76000,Diesel,Manual,1498 cc,94 bhp @ 4000 rpm,225 Nm @ 1500 rpm,4490,1730,43
565000,2020,47000,Petrol,Manual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,3695,1600,35
1050000,2021,1910,Petrol,Automatic,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,3995,1790,48
990000,2019,23000,Diesel,Manual,1396 cc,89 bhp @ 4000 rpm,224 Nm @ 1500 rpm,4270,1780,60
2590000,2020,36978,Diesel,Automatic,1968 cc,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,4456,1796,50
1000000,2016,33000,Diesel,Manual,2179 cc,138 bhp @ 3750 rpm,330 Nm @ 1600 rpm,4585,1890,70
254999,2012,18954,Petrol,Manual,1086 cc,68 bhp @ 5500 rpm,99.081 Nm @ 4500 rpm,3585,1595,35
598000,2015,58200,Petrol,Automatic,1591 cc,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,4370,1700,43
850000,2018,83000,Diesel,Manual,1493 cc,70 bhp @ 3600 rpm,195 Nm @ 1400 rpm,3995,1745,
560000,2016,80000,Diesel,Manual,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,3985,1734,40
975000,2011,75000,Diesel,Automatic,1968 cc,177 bhp @ 4200 rpm,380 Nm @ 1750 rpm,4701,1826,63
2600000,2017,64000,Diesel,Automatic,1968 cc,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,4456,1796,50
745000,2016,117048,Diesel,Manual,1598 cc,105 bhp @ 4400 rpm,250 Nm @ 2500 rpm,4386,1699,55
495000,2017,47000,Petrol,Manual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,3765,1660,43
2450000,2018,43290,Petrol,Automatic,1798 cc,178 bhp @ 5100 rpm,250 Nm @ 150 rpm,4456,1796,50
250000,2013,70000,Petrol,Manual,,,,,,
2850000,2016,7000,Diesel,Automatic,2143 cc,168 bhp @ 3000 rpm,400 Nm @ 1400 rpm,4686,1810,66
925000,2016,150000,Diesel,Manual,2179 cc,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,4456,1820,60
1075000,2013,125000,Diesel,Automatic,2982 cc,169 bhp @ 3600 rpm,360 Nm @ 1400 rpm,4705,1840,80
6225000,2019,42079,Diesel,Automatic,2987 cc,255 bhp @ 3400 rpm,620 Nm @ 1600 rpm,5063,1860,80
2650000,2015,62645,Diesel,Automatic,,,,,,
1500000,2014,69000,Diesel,Automatic,1968 cc,177 bhp @ 3750 rpm,380 Nm @ 1750 rpm,4915,1874,65
2800000,2011,70662,Petrol,Automatic,,,,,,
625000,2011,40000,Diesel,Manual,2835 cc,118 bhp @ 4000 rpm,292 Nm @ 2000 rpm,4755,1775,92
325000,2011,101347,Petrol,Manual,1496 cc,90 bhp @ 5600 rpm,132 Nm @ 3000 rpm,4265,1695,45
1485000,2021,36700,Diesel,Manual,1497 cc,121 bhp @ 3500 rpm,300 Nm @ 1750 rpm,4585,1866,45
1650000,2012,240000,Diesel,Automatic,2967 cc,245 bhp @ 4000 rpm,500 Nm @ 1400 rpm,4915,1874,75
1800000,2014,76529,Diesel,Automatic,1968 cc,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,4456,1796,50
1290000,2014,85000,Diesel,Manual,2494 cc,100 bhp @ 3600 rpm,200 Nm @ 1400 rpm,4585,1760,55
600000,2016,99000,Diesel,Manual,1461 cc,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,4331,1822,50
436000,2014,37959,Petrol,Automatic,1197 cc,79 bhp @ 6000 rpm,112 Nm @ 4000 rpm,3765,1660,43
4300000,2021,60000,Diesel,Automatic,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,4795,1855,80
270000,2017,27000,Petrol,Manual,1198 cc,67 bhp @ 5000 rpm,104 Nm @ 4000 rpm,3785,1635,35
320000,2011,75000,Diesel,Manual,1991 cc,150@4000,327@2600,4597,1788,60
1911000,2022,1300,Petrol,Automatic,1353 cc,138 bhp @ 6000 rpm,242 Nm @ 1500 rpm,4300,1790,50
8600000,2020,21696,Diesel,Automatic,2993 cc,262 bhp @ 4000 rpm,620 Nm @ 1500 rpm,4922,2004,80
3900000,2019,33000,Diesel,Automatic,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,4686,1810,66
2000000,2016,6000,Diesel,Automatic,1984 cc,150 bhp @ 3500 rpm,350 Nm @ 1500 rpm,4370,1783,60
465000,2019,19000,Petrol,Automatic,1086 cc,68 bhp @ 5500 rpm,99 Nm @ 4500 rpm,3610,1645,35
875000,2019,58618,Petrol,Manual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,4440,1695,40
